regime,age,hazard_negbinom,hazard_geometric,remaining_negbinom,remaining_geometric
sideways,12,0.006123736811621487,0.013924050632922107,62.46046104702965,71.81818181662521
sideways,13,0.006563553151881246,0.013924050632922257,61.86652527398767,71.81818181660404
sideways,14,0.006989757145653223,0.013924050632922411,61.294962173834776,71.81818181658257
sideways,15,0.0074027104259947385,0.013924050632922564,60.74463713245849,71.81818181656078
sideways,16,0.007802808385237671,0.013924050632922721,60.21447917548167,71.81818181653871
sideways,17,0.008190466130834009,0.013924050632922886,59.703478493979595,71.81818181651636
sideways,18,0.008566108348267595,0.013924050632923048,59.21068362528881,71.81818181649369
sideways,19,0.008930161971815464,0.013924050632923214,58.73519846099219,71.8181818164707
sideways,20,0.009283050898667069,0.01392405063292338,58.27617919867333,71.81818181644742
sideways,21,0.009625192204999916,0.01392405063292355,57.8328313158477,71.81818181642382
sideways,22,0.009956993474655368,0.01392405063292372,57.40440661795918,71.81818181639989
sideways,23,0.010278850956711232,0.013924050632923896,56.990200393800144,71.81818181637564
sideways,24,0.010591148342911322,0.013924050632924076,56.58954869872677,71.81818181635107
sideways,25,0.010894256009462566,0.013924050632924253,56.20182577693996,71.81818181632615
sideways,26,0.011188530606614705,0.013924050632924435,55.82644162775044,71.8181818163009
sideways,27,0.011474314908028069,0.01392405063292462,55.462839716349315,71.81818181627531
sideways,28,0.011751937853152443,0.01392405063292481,55.1104948266081,71.81818181624936
sideways,29,0.012021714731728216,0.013924050632924997,54.768911051435865,71.81818181622305
sideways,30,0.012283947471507475,0.01392405063292519,54.437619914944925,71.8181818161964
sideways,31,0.01253892499939857,0.013924050632925386,54.116178619914095,71.81818181616941
sideways,32,0.012786923653193599,0.013924050632925586,53.80416841364292,71.818181816142
sideways,33,0.013028207626380671,0.013924050632925788,53.50119306515483,71.81818181611426
sideways,34,0.013263029432661446,0.01392405063292599,53.20687744675109,71.81818181608611
sideways,35,0.013491630379981932,0.013924050632926194,52.92086621308654,71.8181818160576
sideways,36,0.013714241046357524,0.013924050632926406,52.64282257118846,71.81818181602873
sideways,37,0.013931081751696404,0.013924050632926621,52.3724271351429,71.81818181599942
sideways,38,0.014142363021322287,0.013924050632926835,52.109376859504906,71.81818181596974
sideways,39,0.014348286038063296,0.013924050632927055,51.85338404583611,71.81818181593965
sideways,40,0.014549043080681608,0.013924050632927277,51.604175417122875,71.81818181590914
sideways,41,0.014744817947124254,0.0139240506329275,51.36149125517322,71.81818181587822
sideways,42,0.014935786361622936,0.013924050632927724,51.125084596425324,71.81818181584686
sideways,43,0.015122116365092819,0.013924050632927959,50.89472048192182,71.81818181581511
sideways,44,0.015303968688606341,0.013924050632928195,50.67017525750893,71.8181818157829
sideways,45,0.015481497109964307,0.01392405063292843,50.45123592060796,71.81818181575026
sideways,46,0.015654848793574486,0.013924050632928672,50.237699510176796,71.81818181571718
sideways,47,0.01582416461398566,0.013924050632928914,50.029372536732474,71.81818181568366
sideways,48,0.01598957946352745,0.01392405063292916,49.82607044954073,71.81818181564967
sideways,49,0.01615122254457626,0.013924050632929414,49.62761713829841,71.81818181561523
sideways,50,0.016309217647016754,0.013924050632929666,49.43384446683683,71.81818181558032
sideways,51,0.016463683411498127,0.013924050632929928,49.24459183656244,71.81818181554495
sideways,52,0.016614733579099896,0.013924050632930191,49.059705777525046,71.81818181550909
sideways,53,0.016762477228027376,0.013924050632930455,48.879039565163964,71.81818181547274
sideways,54,0.01690701899795339,0.013924050632930726,48.70245286093065,71.81818181543588
sideways,55,0.017048459302613277,0.013924050632931,48.529811375122925,71.81818181539853
sideways,56,0.017186894531245726,0.013924050632931277,48.36098655039151,71.81818181536069
sideways,57,0.01732241723945448,0.013924050632931556,48.19585526449546,71.81818181532232
sideways,58,0.017455116330045817,0.013924050632931843,48.03429955099025,71.81818181528342
sideways,59,0.017585077224374895,0.013924050632932132,47.876206336630005,71.81818181524402
sideways,60,0.017712382024711506,0.013924050632932426,47.72146719435617,71.81818181520406
sideways,61,0.017837109668112992,0.013924050632932726,47.56997811082876,71.81818181516358
sideways,62,0.017959336072268274,0.013924050632933026,47.42163926753224,71.81818181512253
sideways,63,0.018079134273754724,0.013924050632933331,47.27635483455994,71.81818181508092
sideways,64,0.01819657455912622,0.013924050632933643,47.13403277624517,71.81818181503877
sideways,65,0.018311724589229778,0.013924050632933957,46.99458466786841,71.81818181499602
sideways,66,0.018424649517125944,0.013924050632934275,46.85792552272421,71.81818181495271
sideways,67,0.01853541209996828,0.0139240506329346,46.72397362888361,71.81818181490881
sideways,68,0.018644072805177145,0.013924050632934929,46.59265039503481,71.8181818148643
sideways,69,0.01875068991122497,0.013924050632935262,46.46388020482784,71.8181818148192
sideways,70,0.01885531960333134,0.0139240506329356,46.337590279190195,71.8181818147735
